width	diameter	pcd	et	dia	manufacturer
14	17	44	59	8	7
15	5	21	15	49	12
4	16	19	107	88	65
12	7	3	100	27	56
26	2	6	61	17	88
14	1	32	38	6	72
13	1	25	18	1	39
1	15	18	118	107	47
5	3	33	46	106	40
19	7	27	93	6	25
14	1	42	40	87	87
3	2	25	61	72	59
16	15	26	119	39	68
5	10	4	117	113	89
8	2	5	91	36	14
3	15	37	61	71	61
16	10	40	14	90	15
11	18	2	76	114	27
1	14	30	114	99	34
21	2	22	50	111	18
12	1	44	6	50	10
13	7	15	33	11	49
2	18	14	64	45	60
26	9	40	18	108	42
8	5	33	37	51	71
23	17	22	126	83	11
15	10	10	31	56	43
2	12	44	95	7	86
18	8	14	96	54	48
24	2	17	110	16	51
13	18	2	6	47	77
10	15	21	27	65	2
1	1	26	117	109	75
13	18	15	119	98	4
19	5	23	102	116	83
4	14	9	26	25	84
8	9	36	21	49	23
3	18	8	50	21	21
23	3	19	25	16	5
25	18	38	47	56	20
2	3	31	125	42	36
6	18	42	118	104	17
19	15	34	112	64	33
25	1	18	84	6	26
1	15	39	54	38	32
2	17	6	122	85	6
8	6	8	109	88	35
11	8	24	117	82	79
5	2	3	11	81	1
19	17	29	17	49	9
25	2	31	109	36	58
20	2	48	1	114	38
10	12	36	13	57	30
9	13	43	23	74	63
21	8	44	48	81	8
7	3	24	25	110	80
1	6	26	52	95	29
13	7	45	126	36	52
12	2	13	14	5	16
1	10	41	24	5	64
17	15	48	83	105	57
20	18	6	121	18	78
1	10	34	94	102	37
9	14	36	84	107	24
24	8	50	61	86	41
8	4	21	55	63	26
14	15	50	40	2	50
25	15	7	93	33	36
26	8	38	51	66	72
20	1	18	30	59	45
25	5	44	120	105	77
8	7	30	54	98	8
18	7	33	18	81	79
22	9	2	44	26	14
14	8	30	109	34	17
18	16	31	78	11	16
17	16	46	72	91	12
21	4	5	42	15	82
26	4	16	103	14	16
22	2	35	114	103	4
26	18	1	57	3	61
4	11	42	96	64	59
19	10	42	29	86	20
11	7	41	70	65	15
11	4	21	123	28	6
22	12	47	48	62	79
25	10	21	31	96	87
5	6	41	112	67	52
24	18	15	30	43	41
24	14	28	48	71	24
25	7	36	122	5	54
9	15	3	15	101	28
25	6	48	100	97	76
24	18	41	123	108	74
2	18	2	45	34	50
5	14	13	4	56	29
6	7	50	117	33	46
3	6	27	9	29	39
2	15	29	84	14	49
3	1	49	107	107	88
10	1	19	15	14	37
4	14	34	4	85	13
12	13	4	95	16	66
8	11	29	105	23	47
20	6	41	28	44	63
24	8	1	95	58	62
10	14	8	53	10	48
4	11	23	84	93	25
5	7	47	14	88	51
6	10	6	26	36	80
9	15	31	31	107	85
2	14	24	6	109	86
23	16	20	115	86	75
24	18	19	53	106	43
3	14	41	20	94	57
2	3	8	70	94	32
9	7	29	74	99	64
5	18	40	61	3	22
23	4	16	4	60	68
2	17	12	112	23	7
10	13	28	19	83	34
20	4	38	9	59	71
9	18	47	87	25	19
6	1	10	105	93	58
20	7	26	74	50	60
16	1	33	6	22	73
14	8	3	54	53	55
7	2	42	119	107	81
24	5	13	72	39	35
8	8	16	85	77	70
19	8	24	14	30	67
26	7	43	4	10	38
17	16	20	5	48	56
16	2	41	52	73	84
2	12	28	47	8	33
3	8	31	60	26	78
10	2	12	86	35	44
13	13	12	31	69	27
14	4	14	1	104	69
10	8	47	9	27	42
20	6	32	14	81	2
26	9	37	100	8	1
2	5	23	69	66	11
8	17	8	5	90	5
20	2	32	113	102	22
20	7	19	20	41	18
8	8	36	99	83	89
2	6	8	34	26	53
13	17	46	3	103	31
18	14	46	57	13	10
24	7	31	15	110	9
17	8	39	118	69	3
2	17	38	123	13	21
2	18	44	89	27	23
25	8	40	41	49	40
15	3	39	67	37	30
26	15	35	49	109	83
4	14	30	126	65	10
16	15	4	54	74	62
11	14	50	20	40	15
8	7	14	4	21	83
26	1	47	57	65	67
12	10	48	70	33	65
19	8	10	25	23	51
19	5	39	105	76	60
13	4	11	17	45	55
2	14	2	58	99	16
25	1	25	118	74	38
26	8	45	26	45	66
21	9	12	57	58	1
18	7	38	12	80	22
5	9	42	37	97	83
1	3	30	65	4	47
21	6	13	71	79	8
26	9	22	80	4	80
13	9	44	12	86	48
8	12	15	63	34	30
15	13	7	84	64	77
17	5	45	54	21	19
19	17	25	53	38	35
21	14	28	112	59	89
17	4	20	3	22	50
20	2	50	53	62	57
7	18	13	80	44	5
4	13	35	42	83	36
5	9	6	126	1	75
7	18	17	108	96	31
6	16	45	13	96	61
21	6	45	85	84	27
6	17	17	124	80	23
15	8	41	121	98	79
15	7	20	43	65	3
5	4	37	42	39	33
21	14	44	16	42	54
17	10	25	98	35	69
25	8	36	25	42	13
19	4	2	7	28	18
13	11	1	80	63	34
8	8	34	59	39	64
24	18	7	19	69	87
14	3	42	16	115	42
11	6	3	85	59	78
23	15	36	52	105	88
11	11	17	106	110	29
13	1	21	63	25	85
6	13	12	45	87	63
14	8	40	52	101	4
3	15	50	103	46	28
13	3	44	7	113	76
4	1	34	102	19	43
17	3	15	67	38	71
3	6	39	45	40	41
18	12	46	64	8	53
22	7	44	49	112	24
18	10	20	106	74	44
19	3	44	35	104	37
13	12	1	79	89	65
4	4	32	107	62	80
20	4	15	41	107	11
25	11	20	102	66	7
2	1	20	74	57	26
3	12	47	51	7	56
7	7	3	33	77	86
22	10	17	57	37	21
7	11	51	110	69	68
14	5	37	63	37	20
22	11	4	50	28	32
18	11	28	50	60	25
18	15	28	68	30	12
6	4	47	59	81	72
4	1	46	105	114	40
25	2	24	55	21	39
26	4	37	97	41	84
22	15	48	78	42	39
10	9	20	96	68	17
18	1	36	110	1	6
7	8	44	4	102	82
5	13	51	117	90	81
21	9	18	45	75	59
22	2	47	41	36	56
12	7	30	83	50	49
21	8	45	88	7	46
21	7	35	92	37	70
15	3	44	65	53	74
16	4	37	12	6	2
15	13	42	32	49	45
25	7	50	99	50	70
5	7	3	44	12	9
9	4	24	39	83	56
23	13	23	35	43	52
19	9	17	126	94	14
26	2	16	25	104	41
12	13	3	74	94	81
6	7	37	10	65	58
18	10	2	27	94	61
20	8	25	70	7	14
6	10	8	86	98	13
25	15	26	5	60	73
11	4	32	83	19	24
22	3	46	94	20	10
23	9	39	3	73	73
7	18	46	96	50	56
15	7	25	95	9	25
10	16	1	91	83	1
3	5	48	105	63	33
23	7	24	75	115	6
15	10	12	30	52	10
25	13	38	34	4	41
16	13	9	99	51	64
15	15	48	74	89	78
6	8	43	32	57	73
10	10	33	89	66	53
1	2	30	8	30	9
11	15	2	60	109	69
13	15	39	90	106	74
16	12	2	5	41	23
9	15	9	120	59	29
19	8	18	110	78	55
8	6	34	91	49	71
9	2	41	44	57	22
6	12	41	120	110	76
16	5	41	109	22	85
16	8	42	43	13	82
25	6	8	68	37	80
7	4	35	13	85	39
13	11	46	104	40	77
26	3	40	89	36	62
8	3	43	101	91	52
16	5	29	18	66	40
17	5	15	77	35	50
11	9	50	8	53	18
2	9	21	51	91	79
7	6	49	10	56	27
25	9	24	79	53	49
18	18	22	105	84	31
2	18	50	49	65	43
1	15	26	13	111	28
16	4	40	40	111	83
6	11	16	7	78	48
10	2	28	44	111	7
13	17	46	87	56	37
4	10	47	108	18	75
24	5	8	54	8	20
21	17	6	69	41	26
15	6	9	35	17	36
13	1	1	10	115	60
7	15	33	58	63	46
11	7	2	2	5	45
23	15	31	26	61	32
12	7	19	101	42	72
22	2	4	73	17	15
4	14	11	126	95	42
21	12	10	61	113	35
15	5	7	52	7	11
6	4	50	56	59	66
11	2	9	118	88	58
7	2	38	55	3	68
19	2	15	57	25	5
2	1	42	62	54	21
22	8	7	112	116	14
26	14	7	14	73	8
23	17	8	32	95	87
20	9	7	12	71	30
11	15	43	39	25	86
21	14	33	121	2	19
19	6	33	62	7	88
14	10	40	91	8	89
14	3	34	51	56	67
22	3	21	90	90	57
18	12	19	74	28	2
17	6	26	92	65	34
19	7	21	7	45	38
23	9	32	90	21	4
24	9	9	79	20	77
5	5	29	106	8	16
4	13	29	86	25	3
2	18	39	52	80	44
16	10	43	29	2	12
14	11	5	120	33	84
11	2	32	13	104	51
16	5	40	93	55	63
13	6	45	109	16	65
21	15	20	94	46	47
14	1	24	67	69	54
19	8	13	18	92	59
5	14	35	59	104	1
18	12	49	92	47	18
7	7	36	109	76	83
9	18	44	61	78	65
1	15	50	28	110	17
2	13	34	45	33	70
12	10	36	34	81	27
19	3	8	8	65	64
18	15	21	126	68	78
18	2	21	60	83	22
12	4	50	27	82	71
20	14	22	51	48	29
8	2	27	66	38	88
20	1	12	51	8	9
23	5	30	73	45	28
7	4	37	71	111	26
11	11	50	58	26	20
21	7	5	126	23	33
2	13	12	71	26	39
8	5	45	106	54	47
20	3	19	17	15	34
4	9	12	61	83	32
8	14	15	53	110	81
11	3	8	1	86	30
25	1	39	85	113	16
9	4	36	19	87	37
22	15	27	47	5	63
11	15	27	100	59	4
16	5	7	89	79	12
4	3	38	104	33	44
3	10	5	47	71	11
12	4	19	79	25	8
21	4	20	120	26	52
2	9	43	55	104	58
11	18	5	14	70	60
26	15	35	67	8	6
17	14	17	95	83	68
11	9	31	115	37	8
26	18	7	118	24	49
20	1	40	16	107	48
17	8	29	61	55	58
9	8	5	77	100	74
2	8	3	62	83	35
5	11	6	103	67	70
9	11	44	122	46	66
5	3	41	84	99	53
18	6	10	95	115	17
20	7	31	90	50	51
18	15	11	12	102	79
26	16	46	11	93	67
3	6	4	4	73	56
25	11	14	88	33	3
17	2	18	46	113	82
16	2	42	121	11	77
17	5	14	29	49	87
12	17	18	32	61	57
21	14	22	12	82	76
26	14	16	56	95	21
6	5	43	22	86	24
4	4	31	97	115	23
8	14	30	107	7	55
15	11	26	75	34	52
3	6	15	79	82	36
16	5	21	92	105	61
22	15	4	98	43	65
17	18	40	50	92	5
21	3	39	47	97	50
2	5	26	111	113	14
3	15	10	65	45	45
18	2	10	7	105	73
2	5	50	67	70	72
7	8	3	102	5	73
26	15	40	95	5	38
14	8	14	67	112	41
2	6	30	120	28	38
8	11	43	120	113	10
21	14	47	65	101	25
4	18	3	69	34	7
13	6	10	15	91	19
16	10	22	11	76	86
9	16	20	68	112	54
5	11	41	50	89	40
24	5	33	19	64	84
12	7	12	43	37	13
26	6	33	121	33	15
5	1	15	13	42	85
23	11	48	89	6	89
8	15	32	12	90	43
9	4	17	100	53	75
24	7	6	106	65	69
13	13	20	70	47	42
4	10	14	116	63	2
14	15	34	56	9	87
23	6	30	55	88	80
13	4	26	121	94	59
15	4	43	41	108	62
16	12	43	56	46	69
1	17	45	42	69	31
7	7	44	121	101	62
11	2	28	116	23	76
9	5	37	70	25	81
19	9	46	96	77	46
24	11	29	113	29	56
20	1	34	41	42	46
23	12	37	46	15	64
17	18	30	94	53	64
23	12	50	126	37	88
2	11	33	41	8	84
8	8	17	83	111	71
4	15	8	41	105	39
19	16	24	105	111	29
4	7	2	62	74	53
5	6	1	48	74	25
1	1	23	71	107	30
4	11	29	58	6	66
17	6	51	22	3	50
17	5	25	80	106	56
6	16	29	5	46	74
24	14	29	94	65	60
14	16	10	13	106	2
22	9	45	30	10	43
24	2	47	94	96	65
6	5	27	117	83	5
1	8	41	1	51	59
21	9	49	23	81	15
3	8	38	50	103	26
17	3	20	105	16	4
13	13	42	92	42	12
14	4	9	82	36	49
14	14	40	64	88	36
15	6	22	38	97	13
22	16	34	89	44	80
24	14	28	14	101	27
11	8	10	84	30	84
7	7	30	33	19	67
9	4	5	38	53	34
19	12	33	117	27	55
21	7	42	30	67	22
1	4	28	75	39	72
2	12	14	39	27	85
4	2	31	120	29	6
1	3	23	114	73	70
9	2	19	29	37	7
19	8	12	85	109	89
25	13	17	43	39	61
25	16	49	32	18	3
13	3	11	52	57	72
8	2	19	103	113	38
18	6	1	41	87	35
2	2	47	56	17	62
8	14	41	39	101	17
20	8	35	56	88	52
26	15	5	105	17	23
18	17	10	72	32	75
15	14	35	35	33	78
22	2	17	58	27	69
23	11	23	20	96	48
24	7	29	62	4	77
7	12	29	28	92	28
21	18	51	36	73	40
14	14	33	11	21	31
12	9	35	113	105	9
11	7	48	52	100	64
13	15	32	121	39	54
5	7	14	71	75	37
24	18	41	57	1	20
26	5	50	115	76	31
22	4	14	105	22	44
7	1	41	21	107	60
6	12	33	109	84	8
20	2	4	30	26	87
13	1	29	121	40	45
14	5	38	112	40	82
15	17	2	15	88	83
19	14	37	68	66	21
20	14	24	100	116	16
6	15	38	43	45	63
5	6	8	14	115	58
1	2	38	114	77	73
17	14	6	75	71	29
2	13	31	111	8	79
14	17	40	29	57	41
5	3	18	105	71	42
16	11	44	99	106	11
11	13	46	105	109	51
5	1	19	121	6	10
13	11	44	86	36	19
24	12	45	45	29	33
12	4	6	11	74	32
6	5	15	99	72	68
23	8	11	23	85	47
17	15	13	32	86	1
20	12	46	113	89	20
20	6	48	18	17	14
18	14	29	120	111	14
10	17	27	8	108	23
26	2	7	111	74	57
22	5	25	49	104	18
3	6	51	126	112	79
6	1	6	125	52	87
13	7	23	23	84	18
2	18	16	3	65	24
6	2	48	123	112	43
20	13	37	28	50	86
24	18	34	12	95	27
10	1	10	100	41	70
4	1	11	29	39	30
6	4	14	94	87	54
10	11	4	121	104	60
11	12	31	93	44	83
21	5	34	89	8	25
6	5	51	104	87	84
9	5	35	33	65	79
8	17	10	30	8	23
18	17	29	90	94	41
20	7	26	27	12	49
3	15	16	69	74	39
14	14	36	27	59	62
26	2	35	21	13	47
20	2	25	20	42	24
16	6	43	37	84	61
12	4	51	117	30	14
12	8	49	113	55	64
5	7	31	109	72	7
22	17	19	1	33	42
23	13	14	121	83	16
24	5	31	50	30	52
8	1	45	12	41	41
8	16	14	126	47	8
4	15	33	7	48	69
18	13	17	7	89	34
8	13	50	31	77	22
1	13	26	47	18	13
9	13	22	14	94	77
15	6	17	15	50	33
20	5	35	2	1	53
2	5	4	116	18	9
13	3	31	48	14	87
24	7	18	117	13	38
1	10	14	48	30	63
21	1	28	95	25	6
12	5	21	93	62	17
15	4	31	45	88	10
23	9	8	28	48	85
3	2	43	31	20	71
25	14	26	29	68	65
9	9	2	17	83	40
22	11	35	62	19	56
8	1	42	34	24	11
8	2	7	88	8	5
13	9	16	21	68	86
20	15	2	90	93	29
17	6	46	70	116	74
13	11	9	41	96	80
26	12	39	37	114	82
17	7	5	78	52	36
24	17	11	65	60	58
3	1	25	91	114	23
1	9	3	111	105	59
18	6	2	25	61	33
22	9	26	82	48	3
13	17	42	46	39	48
8	6	5	96	86	76
12	17	17	59	56	78
3	8	16	92	12	28
3	5	46	61	75	89
20	15	13	60	67	20
20	9	10	94	27	67
3	3	14	81	61	43
13	9	36	67	49	32
9	7	27	21	116	12
10	1	17	115	58	45
23	4	39	19	55	73
4	4	51	71	64	15
13	8	29	51	24	75
4	13	41	43	43	51
11	9	48	63	44	26
12	4	37	4	45	1
20	3	48	29	62	55
1	17	26	85	22	88
13	6	21	102	67	1
11	14	6	59	36	73
11	15	12	90	68	37
7	3	49	79	34	2
10	10	9	110	15	57
14	11	18	111	41	46
23	10	3	59	55	30
4	5	51	15	59	52
8	18	36	50	55	88
11	1	29	73	32	31
9	11	18	80	72	88
16	15	8	61	5	4
5	12	30	114	47	30
18	13	48	46	5	72
8	7	7	120	75	88
4	14	8	123	50	19
19	14	21	124	14	35
10	8	46	2	92	50
3	3	25	27	86	18
16	12	36	78	110	18
4	3	13	10	1	21
19	8	26	17	55	28
10	12	49	24	78	28
8	6	48	81	116	67
9	5	33	26	91	68
25	16	31	122	17	81
10	10	25	31	84	44
23	11	31	42	58	66
18	4	25	107	110	82
25	3	9	54	79	4
9	1	1	39	59	9
22	11	34	124	24	28
13	1	30	87	113	85
16	13	5	110	73	10
17	12	26	64	31	48
16	8	15	34	100	17
20	15	37	47	10	65
26	10	2	125	65	42
10	16	36	63	104	52
16	4	20	44	87	31
10	12	17	62	3	5
1	17	46	26	46	73
1	16	7	100	87	53
4	12	5	95	26	12
11	14	46	38	8	14
19	1	1	42	7	13
4	11	39	88	38	70
7	1	38	55	44	47
6	18	11	108	37	67
15	6	15	29	81	60
20	16	7	33	111	40
15	3	33	125	107	44
26	12	42	12	112	35
1	16	2	103	9	41
16	1	3	84	7	29
7	11	46	27	110	55
22	16	1	78	30	22
11	12	11	34	96	38
17	16	28	35	22	87
1	16	28	96	65	86
3	3	20	126	34	69
26	9	15	74	74	6
26	6	33	30	111	75
6	6	28	86	2	53
5	6	26	12	63	89
7	3	25	52	78	21
20	14	32	73	58	77
10	17	5	79	31	19
14	4	14	15	13	32
17	6	12	41	71	20
14	3	33	28	116	43
18	12	36	12	79	15
21	2	25	73	83	57
14	17	47	4	20	33
26	13	27	31	37	37
12	18	2	91	107	62
9	3	28	18	103	11
3	15	1	90	11	68
8	15	45	80	55	39
14	1	26	44	54	46
14	12	2	84	44	27
16	5	9	61	15	76
10	9	48	42	88	23
3	5	18	109	87	25
22	9	23	72	54	72
6	8	4	41	7	50
3	14	23	108	44	51
15	12	13	25	59	84
23	17	39	48	92	56
13	6	5	88	93	88
19	14	6	21	11	34
11	5	43	69	79	83
18	15	18	43	9	24
7	18	43	40	99	1
11	9	11	82	7	54
14	15	20	11	24	78
3	17	35	17	86	7
25	14	39	97	102	2
12	13	1	112	34	81
26	14	5	126	5	32
17	7	13	41	100	49
13	18	14	72	3	30
8	18	14	73	76	18
9	3	9	8	39	56
11	15	31	37	94	3
7	10	6	14	93	74
8	2	15	125	69	67
8	3	29	55	84	71
12	14	10	121	110	27
11	5	26	88	101	80
16	5	14	42	55	45
2	2	19	73	116	36
1	10	11	38	9	18
17	6	51	113	80	11
9	4	20	1	19	34
24	9	31	119	4	42
11	9	1	82	81	26
26	5	3	55	54	66
2	8	1	102	13	19
1	10	20	6	2	61
16	13	6	82	75	64
1	6	24	68	43	8
9	18	30	86	43	26
24	10	6	25	79	36
26	18	22	32	50	16
23	14	44	19	40	58
7	7	29	77	71	46
9	10	39	92	57	79
22	3	16	49	2	64
6	7	8	82	80	63
2	2	49	95	29	59
20	10	7	46	104	59
12	12	27	54	102	59
10	11	51	112	74	64
9	9	36	38	74	7
26	2	32	126	56	59
16	7	24	110	44	25
3	15	46	93	16	7
7	1	18	103	31	68
22	1	1	28	76	76
9	1	37	34	76	67
1	11	33	21	34	83
25	6	40	28	9	39
25	16	9	92	7	48
10	5	10	32	70	20
21	10	24	50	91	55
7	17	32	18	49	44
26	14	40	7	79	1
25	16	1	126	78	53
13	8	23	112	8	59
23	16	50	64	83	77
2	15	37	96	116	32
18	17	46	121	29	8
22	5	33	45	4	14
6	10	32	38	107	12
23	2	24	30	89	66
12	2	39	104	83	29
3	6	17	63	35	42
5	3	45	14	38	13
7	8	9	123	84	38
19	1	39	113	62	54
12	9	45	100	54	35
13	5	18	21	94	2
3	9	6	55	92	37
8	13	4	44	14	47
2	7	9	104	18	31
1	8	32	115	1	14
9	8	30	30	65	81
9	8	30	66	37	6
10	9	42	74	106	61
9	5	34	65	13	7
8	10	11	24	115	73
15	8	32	88	100	34
11	1	44	55	62	28
23	10	24	94	52	82
12	12	36	49	7	5
1	7	1	71	27	89
14	8	25	62	29	16
25	8	29	83	102	18
8	11	32	77	9	17
1	10	10	10	80	69
2	14	23	53	27	10
17	16	44	118	87	78
10	1	46	120	22	70
24	14	35	60	111	58
23	4	37	88	55	16
24	12	45	123	8	85
3	15	39	13	12	87
16	4	24	42	34	65
21	10	3	92	68	75
8	2	6	29	20	51
8	11	42	45	91	56
23	13	12	6	29	36
24	2	38	6	63	60
6	16	17	28	72	72
4	12	17	78	44	57
18	7	10	57	93	34
8	11	12	13	81	52
7	9	1	1	20	88
24	16	20	4	91	21
26	9	39	36	116	80
22	12	3	97	67	46
20	14	5	58	30	40
20	1	7	103	59	15
1	12	16	39	4	26
17	18	22	103	70	22
20	16	43	118	90	50
12	8	43	51	103	46
12	7	3	56	65	19
12	14	7	20	102	45
21	16	23	70	115	79
21	17	43	90	19	27
25	2	1	86	41	43
18	5	18	26	74	65
2	2	22	48	57	20
10	10	11	53	20	49
23	8	24	59	100	4
5	1	41	51	29	41
22	18	33	92	17	41
16	10	36	6	80	84
9	14	36	48	53	48
19	7	44	23	98	50
3	6	48	4	109	48
3	16	45	23	62	11
7	15	22	57	46	23
23	2	46	78	95	63
22	5	47	38	67	33
21	17	10	71	87	16
7	1	28	26	14	30
12	8	32	76	74	9
22	9	35	10	11	59
21	11	9	108	25	24
21	3	23	5	79	16
2	18	14	38	101	57
11	5	31	53	56	15
26	3	40	36	99	74
20	3	7	72	116	71
11	8	13	91	41	68
25	9	7	79	50	48
2	13	10	111	5	74
12	3	45	55	13	48
3	15	37	3	94	30
11	9	28	41	74	43
21	3	8	51	12	64
13	5	41	48	19	86
23	3	14	74	17	24
4	18	14	22	77	62
15	17	51	27	70	32
15	12	28	121	4	22
7	3	15	69	57	21
17	6	41	99	24	27
16	12	5	75	45	46
20	5	25	67	108	33
10	15	19	90	70	64
18	11	3	24	84	60
9	1	35	79	41	21
18	10	39	98	47	24
20	11	16	109	17	21
26	5	26	2	16	64
24	18	51	125	95	3
10	9	4	109	94	51
2	2	15	50	66	76
22	13	44	33	2	21
25	11	18	37	90	19
19	11	37	95	59	19
24	9	43	89	71	19
16	9	50	83	103	19
21	4	41	102	63	52
20	5	24	91	47	38
11	12	1	62	90	7
15	5	32	2	103	52
9	3	18	40	19	48
2	4	47	53	76	39
18	10	4	62	61	37
23	2	15	9	3	1
26	15	10	5	54	33
8	1	14	16	95	59
19	9	48	91	71	86
23	10	7	58	13	75
14	13	18	67	2	84
8	13	43	108	63	23
17	7	9	116	106	15
10	12	4	63	57	13
15	14	18	55	73	69
19	14	27	106	26	60
18	8	11	66	42	10
23	17	25	24	82	5
17	1	40	6	94	20
9	16	4	18	59	72
26	6	9	106	97	43
13	7	22	74	96	89
17	16	46	112	14	71
1	17	10	104	72	22
14	3	19	59	67	9
20	18	22	79	102	41
21	17	36	95	85	16
14	11	13	31	54	83
25	2	26	61	29	11
23	9	41	83	2	42
25	15	43	8	93	77
17	7	31	108	22	19
11	10	12	103	44	34
18	13	5	65	67	57
1	10	8	27	54	29
22	12	17	104	109	56
2	9	48	104	46	14
19	17	31	123	55	68
2	13	26	84	13	3
24	1	40	117	11	63
15	2	33	22	16	49
6	9	37	43	114	2
19	17	23	28	1	80
5	6	22	113	115	62
6	12	4	20	36	82
14	15	36	92	95	26
24	4	43	116	73	27
12	10	18	39	89	70
26	16	43	34	52	44
20	4	36	96	83	72
11	6	14	107	98	27
25	8	19	102	109	77
15	11	50	21	101	74
16	18	51	94	61	58
4	11	26	87	15	6
2	4	19	81	102	52
19	18	17	67	116	46
5	1	17	52	30	49
12	2	37	114	87	50
9	9	26	40	70	63
24	8	9	5	83	50
3	13	2	80	31	47
15	18	31	77	108	44
6	17	8	122	100	61
5	12	10	48	64	53
13	2	44	45	60	88
24	4	1	98	2	54
9	3	15	5	86	45
5	18	1	61	116	3
24	11	39	62	86	14
20	7	24	88	60	14
24	8	12	19	101	88
25	16	13	46	45	5
1	1	39	81	17	12
19	11	16	115	90	29
5	6	28	2	88	12
7	15	10	83	76	65
21	10	48	79	8	64
17	2	37	90	84	87
4	10	11	14	107	36
12	1	20	50	59	85
4	18	41	37	15	40
3	1	17	114	79	84
25	9	32	34	88	25
8	9	44	13	97	12
20	11	18	119	20	8
24	10	39	69	22	63
21	5	4	112	5	69
17	17	35	30	18	21
4	15	6	45	22	55
9	13	40	104	81	55
22	6	19	106	33	85
22	15	25	96	3	73
25	18	3	72	11	18
14	1	4	123	39	24
1	6	2	77	95	64
10	3	49	80	15	67
22	4	22	119	114	33
13	1	2	67	33	79
24	15	51	102	85	2
5	6	16	9	18	17
6	6	48	17	94	66
16	17	30	27	74	81
3	3	39	21	89	10
1	15	44	50	1	43
17	9	40	124	100	36
3	2	7	48	18	55
4	13	43	43	47	81
25	10	49	66	108	26
25	1	9	77	31	78
4	8	33	75	52	32
25	17	14	120	73	43
6	3	49	15	22	21
4	18	26	63	98	29
18	8	14	52	65	5
20	13	19	105	39	74
22	10	37	15	35	35
3	7	46	62	59	43
13	11	8	40	116	29
16	8	31	113	34	5
13	7	21	20	77	36
26	1	28	65	113	31
13	17	34	92	43	29
25	3	34	101	27	88
24	15	8	102	49	28
25	11	51	111	110	4
10	16	27	71	71	64
10	6	13	20	108	30
10	11	42	104	65	13
9	12	47	116	48	40
14	4	7	69	84	28
16	16	1	44	56	64
20	8	44	88	37	28
20	4	34	53	96	4
8	16	10	80	90	62
10	10	24	103	10	75
1	13	7	39	85	69
15	8	15	106	6	28
19	9	17	64	7	9
9	1	6	124	3	26
10	12	40	120	18	35
9	17	1	81	73	68
16	16	6	48	27	5
13	10	28	4	26	47
8	17	38	72	109	54
2	9	20	69	110	32
24	3	31	106	24	18
25	4	6	107	89	56
4	18	47	21	64	64
2	5	34	15	114	29
13	12	49	111	87	21
13	17	34	58	90	79
15	14	42	18	50	3
5	2	9	16	76	71
2	17	50	29	12	27
2	3	6	9	58	82
5	2	29	45	104	19
10	15	28	89	43	14
9	4	1	22	53	59
26	17	21	39	2	15
19	5	26	56	112	20
21	7	27	63	84	89
13	9	36	124	115	50
11	6	17	108	87	55
15	9	29	118	83	2
19	14	51	40	11	81
7	11	35	31	95	25
17	14	21	73	57	61
23	18	5	90	29	5
26	13	49	51	41	86
1	17	1	61	73	83
16	4	23	18	13	54
13	10	13	70	37	43
14	12	29	4	18	6
6	15	2	56	83	85
15	17	23	46	11	31
23	11	46	101	70	65
18	5	31	87	14	54
17	13	22	69	113	46
19	4	16	55	77	59
19	6	38	121	24	3
16	2	16	27	13	72
4	18	17	18	68	48
2	1	11	69	49	20
5	4	50	14	35	48
5	6	25	38	28	1
10	3	47	34	102	46
13	17	44	115	99	60
24	18	7	90	77	1
24	8	44	81	90	34
16	7	22	95	41	1
4	5	30	40	56	89
4	11	10	24	31	26
19	10	2	99	98	87
26	1	11	105	34	78
10	18	2	114	1	63
23	16	11	50	17	70
21	18	39	125	33	76
5	13	1	21	29	9
21	4	23	119	85	12
18	9	32	67	86	40
16	6	18	89	7	38
5	14	49	8	45	67
9	3	5	4	80	20
11	7	46	98	102	39
19	10	7	113	90	80
24	5	47	22	116	20
4	5	26	59	20	76
1	12	13	24	92	36
14	18	43	86	5	42
23	9	31	64	57	35
2	6	15	112	20	73
14	18	21	1	30	81
7	3	27	90	62	53
3	2	11	88	111	44
1	17	27	112	72	11
1	4	50	95	92	61
5	4	4	15	66	45
26	8	40	118	30	21
4	9	6	27	84	52
4	11	48	39	34	75
1	15	47	91	2	66
17	1	36	83	47	31
7	14	17	1	93	28
22	9	42	40	58	4
5	7	28	92	6	51
25	17	22	27	88	45
18	1	2	36	102	78
23	18	42	15	75	44
19	16	25	54	25	88
13	2	11	120	84	3
6	13	37	20	65	76
9	2	12	25	102	64
24	4	22	66	111	68
8	2	7	74	55	37
25	10	48	96	55	42
8	8	39	122	54	57
10	6	17	111	11	8
22	18	3	83	64	38
14	2	24	106	68	7
19	5	46	99	4	35
4	12	17	118	62	73
24	11	16	37	1	24
6	16	4	12	19	29
1	7	32	79	12	18
12	10	43	113	43	6
18	13	4	55	74	73
17	17	51	65	100	26
24	1	4	36	53	84
7	4	47	2	63	81
4	2	26	30	38	37
24	12	5	124	112	16
4	16	24	78	23	64
2	9	38	54	101	45
25	3	15	98	80	51
17	16	25	56	56	41
1	5	20	26	97	10
21	14	15	117	19	58
18	9	48	43	85	41
25	14	43	63	29	58
7	3	22	123	95	30
14	7	35	5	53	17
16	12	25	25	15	9
22	10	3	49	4	6
11	10	45	86	63	57
21	11	17	30	74	60
15	3	49	120	114	49
22	7	25	48	12	77
13	7	42	80	60	17
4	10	18	38	52	6
